Temps (s),Consigne fleche (deg),Consigne balancier (deg),Consigne godet (deg),Gamma 1 (deg),Gamma 2 (deg),Gamma 3 (deg),Gamma 5 (deg),Vitesse axe fleche (deg/s),Vitesse axe balancier (deg/s),Vitesse axe godet (deg/s),Vitesse axe triangle (deg/s),Consigne X (mm),Consigne Y (mm),Consigne gamma (deg),X (mm),Y (mm),Gamma (deg),Consigne vitesse verin 1 (mm/s),Consigne vitesse verin 2 (mm/s),Consigne vitesse verin 3 (mm/s),Vitesse verin 1 (mm/s),Vitesse verin 2 (mm/s),Vitesse verin 3 (mm/s),Longueur verin 1 (mm),Longueur verin 2 (mm),Longueur verin 3 (mm),Force verin 1 (N),Force verin 2 (N),Force verin 3 (N),Courant verin 1 (A),Courant verin 2 (A),Courant verin 3 (A),Tension verin 1 (V),Tension verin 2 (V),Tension verin 3 (V),Puissance verin 1 (W),Puissance verin 2 (W),Puissance verin 3 (W),Energie verin 1 (J),Energie verin 2 (J),Energie verin 3 (J),Puissance mecanique verin 1 (W),Puissance mecanique verin 2 (W),Puissance mecanique verin 3 (W),Angle moteur verin 1 (rad),Angle moteur verin 2 (rad),Angle moteur verin 3 (rad),Vitesse moteur verin 1 (rad/s),Vitesse moteur verin 2 (rad/s),Vitesse moteur verin 3 (rad/s),Butee fleche,Butee balancier,Butee godet,Butee sol
8.085,30.428,-63.421,72.000,30.424,-63.412,70.321,77.345,-0.003,0.001,-0.008,-0.006,700.0,100.0,35.0,700.0,100.0,-21.1,-0.027,0.018,-2.519,0.093,0.018,-2.517,70.8,2.7,0.1,-295.4,-124.5,-12.0,0.162,-0.000,-0.271,0.00,0.00,-7.37,0.00,0.00,1.12,67.17,13.54,7.21,0.03,0.00,0.03,3186.170,122.134,2.377,4.184,0.827,-113.254,0,0,0,0
8.115,30.428,-63.421,72.000,30.424,-63.412,70.323,77.345,-0.002,0.001,-0.008,-0.006,700.0,100.0,35.0,700.0,100.0,-21.1,-0.027,0.018,-2.515,0.094,0.018,-2.519,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.142,-0.000,-0.271,0.00,0.00,-7.40,0.00,0.00,2.00,67.17,13.54,7.25,0.03,0.00,0.03,3186.168,122.134,2.319,4.221,0.825,-113.314,0,0,0,0
8.131,30.428,-63.421,72.000,30.424,-63.412,70.321,77.345,-0.002,0.001,-0.008,-0.006,700.0,100.0,35.0,700.0,100.0,-21.1,-0.026,0.018,-2.518,0.095,0.018,-2.519,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.123,-0.000,-0.271,0.00,0.00,-7.38,0.00,0.00,2.01,67.17,13.54,7.29,0.03,0.00,0.03,3186.167,122.134,2.368,4.251,0.824,-113.307,0,0,0,0
8.147,30.428,-63.421,72.000,30.424,-63.412,70.324,77.345,-0.001,0.001,-0.008,-0.006,700.0,100.0,35.0,700.0,100.0,-21.1,-0.026,0.018,-2.515,0.095,0.018,-2.523,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.103,-0.000,-0.271,0.00,0.00,-7.40,0.00,0.00,2.00,67.17,13.54,7.33,0.03,0.00,0.03,3186.166,122.134,2.309,4.277,0.823,-113.487,0,0,0,0
8.179,30.428,-63.421,72.000,30.424,-63.412,70.321,77.345,-0.000,0.001,-0.008,-0.006,700.0,100.0,35.0,700.0,100.0,-21.1,-0.026,0.018,-2.518,0.096,0.018,-2.522,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.084,-0.000,-0.271,0.00,0.00,-7.38,0.00,0.00,2.01,67.17,13.54,7.37,0.03,0.00,0.03,3186.165,122.134,2.359,4.299,0.821,-113.480,0,0,0,0
8.195,30.428,-63.421,72.000,30.424,-63.412,70.324,77.345,0.000,0.001,-0.008,-0.006,700.0,100.0,35.0,700.0,100.0,-21.1,-0.026,0.018,-2.514,0.096,0.018,-2.539,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.064,-0.000,-0.271,0.00,0.00,-7.41,0.00,0.00,2.00,67.17,13.54,7.41,0.03,0.00,0.03,3186.164,122.134,2.300,4.319,0.820,-114.214,0,0,0,0
8.211,30.428,-63.421,72.000,30.424,-63.412,70.322,77.345,0.001,0.001,-0.008,-0.006,700.0,100.0,35.0,700.0,100.0,-21.1,-0.026,0.018,-2.517,0.088,0.018,-2.539,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.045,-0.000,-0.271,0.00,0.00,-7.39,0.00,0.00,2.01,67.17,13.54,7.45,0.03,0.00,0.03,3186.163,122.134,2.350,3.942,0.819,-114.208,0,0,0,0
8.227,30.428,-63.421,72.000,30.424,-63.412,70.324,77.345,0.001,0.001,-0.044,-0.034,700.0,100.0,35.0,700.0,100.0,-21.1,-0.026,0.018,-2.513,0.072,0.018,-2.551,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.028,-0.000,-0.285,0.00,0.00,-7.40,0.00,0.00,2.00,67.17,13.54,7.49,0.03,0.00,0.03,3186.162,122.134,2.290,3.232,0.817,-114.758,0,0,0,0
8.259,30.428,-63.421,72.000,30.424,-63.412,70.322,77.345,0.001,0.001,-0.044,-0.034,700.0,100.0,35.0,700.0,100.0,-21.1,-0.026,0.018,-2.517,0.057,0.018,-2.551,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.016,-0.000,-0.285,0.00,0.00,-7.39,0.00,0.00,2.11,67.17,13.54,7.54,0.02,0.00,0.03,3186.161,122.134,2.340,2.572,0.815,-114.754,0,0,0,0
8.264,30.428,-63.421,72.000,30.424,-63.412,70.325,77.345,0.001,0.001,-0.034,-0.026,700.0,100.0,35.0,700.0,100.0,-21.1,-0.026,0.018,-2.513,0.044,0.018,-2.527,70.8,2.7,0.1,-288.9,-118.5,-10.1,0.008,-0.000,-0.147,0.00,0.00,-7.39,0.00,0.00,2.10,67.17,13.54,7.58,0.02,0.00,0.03,3186.160,122.134,2.286,1.965,0.814,-113.699,0,0,0,0
8.289,30.428,-63.421,72.000,30.424,-63.412,70.323,77.345,0.001,0.001,-0.034,-0.026,700.0,100.0,35.0,700.0,100.0,-21.1,-0.026,0.018,-2.516,0.031,0.018,-2.527,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.004,-0.000,-0.147,0.00,0.00,-7.40,0.00,0.00,1.08,67.17,13.54,7.60,0.01,0.00,0.03,3186.159,122.134,2.331,1.411,0.812,-113.705,0,0,0,0
8.305,30.428,-63.421,72.000,30.424,-63.412,70.323,77.345,0.001,0.001,0.018,0.014,700.0,100.0,35.0,700.0,100.0,-21.1,-0.026,0.018,-2.516,0.021,0.018,-2.506,70.8,2.7,0.1,-288.1,-117.8,-9.8,0.001,-0.000,-0.128,0.00,0.00,-7.38,0.00,0.00,1.08,67.17,13.54,7.62,0.01,0.00,0.03,3186.158,122.134,2.329,0.943,0.811,-112.723,0,0,0,0
8.337,30.428,-63.421,72.000,30.424,-63.412,70.323,77.345,0.001,0.001,0.018,0.014,700.0,100.0,35.0,700.0,100.0,-21.1,-0.026,0.018,-2.515,0.012,0.018,-2.507,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.001,-0.000,-0.128,0.00,0.00,-7.40,0.00,0.00,0.94,67.17,13.54,7.64,0.01,0.00,0.02,3186.157,122.134,2.322,0.522,0.809,-112.765,0,0,0,0
8.344,30.428,-63.421,72.000,30.424,-63.412,70.321,77.345,0.001,0.001,0.018,0.014,700.0,100.0,35.0,700.0,100.0,-21.1,-0.026,0.018,-2.518,0.004,0.018,-2.506,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.001,-0.000,-0.128,0.00,0.00,-7.38,0.00,0.00,0.95,67.17,13.54,7.66,0.00,0.00,0.03,3186.156,122.134,2.371,0.178,0.807,-112.758,0,0,0,0
8.369,30.428,-63.421,72.000,30.424,-63.412,70.323,77.345,0.001,0.001,0.018,0.014,700.0,100.0,35.0,700.0,100.0,-21.1,-0.026,0.018,-2.515,-0.002,0.018,-2.509,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.001,-0.000,-0.128,0.00,0.00,-7.40,0.00,0.00,0.94,67.17,13.54,7.68,0.00,0.00,0.03,3186.155,122.134,2.312,-0.100,0.806,-112.883,0,0,0,0
8.399,30.428,-63.421,72.000,30.424,-63.412,70.321,77.345,0.001,0.001,0.018,0.014,700.0,100.0,35.0,700.0,100.0,-21.1,-0.026,0.018,-2.518,-0.007,0.018,-2.509,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.001,-0.000,-0.128,0.00,0.00,-7.38,0.00,0.00,0.95,67.17,13.54,7.70,0.00,0.00,0.03,3186.154,122.134,2.362,-0.322,0.805,-112.875,0,0,0,0
8.405,30.428,-63.421,72.000,30.424,-63.412,70.324,77.345,0.001,0.001,0.018,0.014,700.0,100.0,35.0,700.0,100.0,-21.1,-0.026,0.018,-2.514,-0.011,0.018,-2.521,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.001,-0.000,-0.128,0.00,0.00,-7.41,0.00,0.00,0.94,67.17,13.54,7.72,0.00,0.00,0.03,3186.154,122.134,2.303,-0.500,0.805,-113.392,0,0,0,0
8.429,30.428,-63.421,72.000,30.424,-63.412,70.322,77.345,0.001,0.001,0.018,0.014,700.0,100.0,35.0,700.0,100.0,-21.1,-0.026,0.018,-2.517,-0.014,0.018,-2.520,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.001,-0.000,-0.128,0.00,0.00,-7.38,0.00,0.00,0.95,67.17,13.54,7.74,0.00,0.00,0.03,3186.153,122.134,2.353,-0.641,0.804,-113.385,0,0,0,0
8.459,30.428,-63.421,72.000,30.424,-63.412,70.324,77.345,0.001,0.001,-0.004,-0.003,700.0,100.0,35.0,700.0,100.0,-21.1,-0.025,0.018,-2.514,-0.017,0.018,-2.536,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.001,-0.000,-0.136,0.00,0.00,-7.40,0.00,0.00,0.94,67.17,13.54,7.75,0.00,0.00,0.03,3186.152,122.134,2.293,-0.752,0.804,-114.093,0,0,0,0
8.465,30.428,-63.421,72.000,30.424,-63.412,70.322,77.345,0.001,0.001,-0.004,-0.003,700.0,100.0,35.0,700.0,100.0,-21.1,-0.025,0.018,-2.517,-0.019,0.018,-2.536,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.001,-0.000,-0.136,0.00,0.00,-7.39,0.00,0.00,1.01,67.17,13.54,7.77,0.00,0.00,0.03,3186.151,122.134,2.344,-0.840,0.805,-114.088,0,0,0,0
8.490,30.428,-63.421,72.000,30.424,-63.412,70.325,77.345,0.000,0.001,-0.041,-0.032,700.0,100.0,35.0,700.0,100.0,-21.1,-0.025,0.018,-2.513,-0.020,0.018,-2.529,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.001,-0.000,-0.015,0.00,0.00,-7.40,0.00,0.00,1.00,67.17,13.54,7.79,0.01,0.00,0.03,3186.150,122.134,2.284,-0.909,0.805,-113.765,0,0,0,0
8.506,30.428,-63.421,72.000,30.424,-63.412,70.323,77.345,0.000,0.001,-0.041,-0.032,700.0,100.0,35.0,700.0,100.0,-21.1,-0.025,0.018,-2.516,-0.021,0.018,-2.529,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.001,-0.000,-0.015,0.00,0.00,-7.39,0.00,0.00,0.11,67.17,13.54,7.80,0.01,0.00,0.03,3186.150,122.134,2.334,-0.962,0.805,-113.768,0,0,0,0
8.536,30.428,-63.421,72.000,30.424,-63.412,70.324,77.345,0.000,0.001,-0.005,-0.004,700.0,100.0,35.0,700.0,100.0,-21.1,-0.025,0.018,-2.514,-0.022,0.018,-2.508,70.8,2.7,0.1,-288.4,-118.0,-9.9,0.001,-0.000,-0.002,0.00,0.00,-7.38,0.00,0.00,0.11,67.17,13.54,7.80,0.01,0.00,0.03,3186.149,122.134,2.308,-1.004,0.806,-112.826,0,0,0,0
8.552,30.428,-63.421,72.000,30.424,-63.412,70.323,77.345,0.000,0.001,-0.005,-0.004,700.0,100.0,35.0,700.0,100.0,-21.1,-0.025,0.018,-2.515,-0.023,0.018,-2.508,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.001,-0.000,-0.002,0.00,0.00,-7.40,0.00,0.00,0.02,67.17,13.54,7.80,0.01,0.00,0.02,3186.148,122.134,2.325,-1.037,0.807,-112.843,0,0,0,0
8.568,30.428,-63.421,72.000,30.424,-63.412,70.321,77.345,0.000,0.001,-0.005,-0.004,700.0,100.0,35.0,700.0,100.0,-21.1,-0.025,0.018,-2.519,-0.024,0.018,-2.508,70.8,2.7,0.1,-296.2,-125.2,-12.2,0.001,-0.000,-0.136,0.00,0.00,-7.37,0.00,0.00,0.02,67.17,13.54,7.80,0.01,0.00,0.03,3186.147,122.134,2.374,-1.062,0.807,-112.835,0,0,0,0
8.599,30.428,-63.421,72.000,30.424,-63.412,70.323,77.345,0.000,0.001,-0.005,-0.004,700.0,100.0,35.0,700.0,100.0,-21.1,-0.025,0.018,-2.515,-0.024,0.018,-2.510,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.001,-0.000,-0.136,0.00,0.00,-7.40,0.00,0.00,1.01,67.17,13.54,7.82,0.01,0.00,0.03,3186.147,122.134,2.316,-1.081,0.808,-112.921,0,0,0,0
8.605,30.428,-63.421,72.000,30.424,-63.412,70.321,77.345,0.000,0.001,-0.005,-0.004,700.0,100.0,35.0,700.0,100.0,-21.1,-0.025,0.018,-2.518,-0.024,0.018,-2.510,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.001,-0.000,-0.136,0.00,0.00,-7.38,0.00,0.00,1.01,67.17,13.54,7.84,0.01,0.00,0.03,3186.146,122.134,2.365,-1.095,0.809,-112.913,0,0,0,0
8.630,30.428,-63.421,72.000,30.424,-63.412,70.324,77.345,0.000,0.001,-0.005,-0.004,700.0,100.0,35.0,700.0,100.0,-21.1,-0.025,0.018,-2.514,-0.025,0.018,-2.518,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.001,-0.000,-0.136,0.00,0.00,-7.41,0.00,0.00,1.01,67.17,13.54,7.86,0.01,0.00,0.03,3186.145,122.134,2.306,-1.107,0.810,-113.293,0,0,0,0
8.646,30.428,-63.421,72.000,30.424,-63.412,70.322,77.345,0.000,0.001,-0.005,-0.004,700.0,100.0,35.0,700.0,100.0,-21.1,-0.025,0.018,-2.517,-0.025,0.018,-2.518,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.001,-0.000,-0.136,0.00,0.00,-7.38,0.00,0.00,1.01,67.17,13.54,7.88,0.01,0.00,0.03,3186.145,122.134,2.356,-1.115,0.811,-113.286,0,0,0,0
8.677,30.428,-63.421,72.000,30.424,-63.412,70.324,77.345,0.000,0.001,-0.016,-0.012,700.0,100.0,35.0,700.0,100.0,-21.1,-0.025,0.018,-2.514,-0.025,0.018,-2.539,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.001,-0.000,-0.140,0.00,0.00,-7.41,0.00,0.00,1.01,67.17,13.54,7.90,0.01,0.00,0.03,3186.144,122.134,2.297,-1.121,0.812,-114.224,0,0,0,0
8.692,30.428,-63.421,72.000,30.424,-63.412,70.322,77.345,0.000,0.001,-0.016,-0.012,700.0,100.0,35.0,700.0,100.0,-21.1,-0.025,0.018,-2.517,-0.025,0.018,-2.539,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.001,-0.000,-0.140,0.00,0.00,-7.39,0.00,0.00,1.04,67.17,13.54,7.92,0.01,0.00,0.03,3186.143,122.134,2.347,-1.125,0.812,-114.218,0,0,0,0
8.708,30.428,-63.421,72.000,30.424,-63.412,70.325,77.345,0.000,0.001,-0.067,-0.052,700.0,100.0,35.0,700.0,100.0,-21.1,-0.025,0.018,-2.513,-0.025,0.018,-2.548,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.001,-0.000,-0.159,0.00,0.00,-7.40,0.00,0.00,1.03,67.17,13.54,7.94,0.01,0.00,0.03,3186.143,122.134,2.288,-1.128,0.813,-114.632,0,0,0,0
8.739,30.428,-63.421,72.000,30.424,-63.412,70.323,77.345,0.000,0.001,-0.067,-0.052,700.0,100.0,35.0,700.0,100.0,-21.1,-0.025,0.018,-2.516,-0.025,0.018,-2.548,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.001,-0.000,-0.159,0.00,0.00,-7.39,0.00,0.00,1.18,67.17,13.54,7.97,0.01,0.00,0.03,3186.142,122.134,2.338,-1.131,0.814,-114.629,0,0,0,0
8.744,30.428,-63.421,72.000,30.424,-63.412,70.324,77.346,0.000,0.001,-0.045,-0.035,700.0,100.0,35.0,700.0,100.0,-21.1,-0.025,0.018,-2.513,-0.025,0.018,-2.526,70.8,2.7,0.1,-288.7,-118.3,-10.0,0.001,-0.000,-0.151,0.00,0.00,-7.38,0.00,0.00,1.17,67.17,13.54,7.99,0.01,0.00,0.03,3186.141,122.134,2.294,-1.132,0.815,-113.653,0,0,0,0
8.770,30.428,-63.421,72.000,30.424,-63.411,70.323,77.346,0.000,0.001,-0.045,-0.035,700.0,100.0,35.0,700.0,100.0,-21.1,-0.025,0.018,-2.516,-0.025,0.018,-2.527,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.001,-0.000,-0.151,0.00,0.00,-7.40,0.00,0.00,1.11,67.17,13.54,8.01,0.01,0.00,0.03,3186.141,122.134,2.329,-1.133,0.816,-113.662,0,0,0,0
8.786,30.428,-63.421,72.000,30.424,-63.411,70.322,77.345,0.000,0.001,0.024,0.019,700.0,100.0,35.0,700.0,100.0,-21.1,-0.025,0.018,-2.517,-0.025,0.018,-2.501,70.8,2.7,0.1,-287.8,-117.5,-9.7,0.001,-0.000,-0.125,0.00,0.00,-7.37,0.00,0.00,1.12,67.17,13.54,8.03,0.01,0.00,0.03,3186.140,122.134,2.360,-1.133,0.817,-112.517,0,0,0,0
8.817,30.428,-63.421,72.000,30.424,-63.411,70.323,77.346,0.000,0.001,0.024,0.019,700.0,100.0,35.0,700.0,100.0,-21.1,-0.025,0.018,-2.515,-0.025,0.018,-2.502,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.001,-0.000,-0.125,0.00,0.00,-7.40,0.00,0.00,0.93,67.17,13.54,8.05,0.01,0.00,0.02,3186.140,122.134,2.319,-1.133,0.818,-112.579,0,0,0,0
8.833,30.428,-63.421,72.000,30.424,-63.411,70.321,77.345,0.000,0.001,0.024,0.019,700.0,100.0,35.0,700.0,100.0,-21.1,-0.025,0.018,-2.518,-0.025,0.018,-2.502,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.001,-0.000,-0.125,0.00,0.00,-7.38,0.00,0.00,0.93,67.17,13.54,8.07,0.01,0.00,0.03,3186.139,122.134,2.369,-1.133,0.819,-112.572,0,0,0,0
8.849,30.428,-63.421,72.000,30.424,-63.411,70.324,77.345,0.000,0.001,0.024,0.019,700.0,100.0,35.0,700.0,100.0,-21.1,-0.025,0.019,-2.514,-0.025,0.018,-2.508,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.001,-0.000,-0.125,0.00,0.00,-7.40,0.00,0.00,0.93,67.17,13.54,8.09,0.01,0.00,0.03,3186.139,122.134,2.310,-1.132,0.820,-112.838,0,0,0,0
8.865,30.428,-63.421,72.000,30.424,-63.411,70.322,77.345,0.000,0.001,0.024,0.019,700.0,100.0,35.0,700.0,100.0,-21.1,-0.025,0.019,-2.517,-0.025,0.018,-2.508,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.125,0.00,0.00,-7.38,0.00,0.00,0.93,67.17,13.54,8.11,0.01,0.00,0.03,3186.138,122.134,2.360,-1.132,0.821,-112.831,0,0,0,0
8.897,30.428,-63.421,72.000,30.424,-63.411,70.324,77.346,0.000,0.001,0.024,0.019,700.0,100.0,35.0,700.0,100.0,-21.1,-0.025,0.019,-2.514,-0.025,0.018,-2.524,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.125,0.00,0.00,-7.41,0.00,0.00,0.93,67.17,13.54,8.13,0.01,0.00,0.03,3186.138,122.134,2.301,-1.131,0.822,-113.564,0,0,0,0
8.904,30.428,-63.421,72.000,30.424,-63.411,70.322,77.345,0.000,0.001,0.024,0.019,700.0,100.0,35.0,700.0,100.0,-21.1,-0.025,0.019,-2.517,-0.025,0.018,-2.524,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.125,0.00,0.00,-7.39,0.00,0.00,0.93,67.17,13.54,8.14,0.01,0.00,0.03,3186.137,122.134,2.351,-1.130,0.823,-113.557,0,0,0,0
8.929,30.428,-63.421,72.000,30.424,-63.411,70.325,77.346,0.000,0.001,-0.011,-0.009,700.0,100.0,35.0,700.0,100.0,-21.1,-0.025,0.019,-2.513,-0.025,0.018,-2.539,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.139,0.00,0.00,-7.41,0.00,0.00,0.93,67.17,13.54,8.16,0.01,0.00,0.03,3186.136,122.134,2.292,-1.129,0.824,-114.230,0,0,0,0
8.945,30.428,-63.421,72.000,30.424,-63.411,70.323,77.346,0.000,0.001,-0.011,-0.009,700.0,100.0,35.0,700.0,100.0,-21.1,-0.025,0.019,-2.516,-0.025,0.018,-2.539,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.139,0.00,0.00,-7.39,0.00,0.00,1.03,67.17,13.54,8.18,0.01,0.00,0.03,3186.136,122.134,2.342,-1.129,0.825,-114.226,0,0,0,0
8.977,30.428,-63.421,72.000,30.424,-63.411,70.325,77.346,0.000,0.001,-0.012,-0.009,700.0,100.0,35.0,700.0,100.0,-21.1,-0.025,0.019,-2.512,-0.025,0.018,-2.513,70.8,2.7,0.1,-290.5,-120.0,-10.5,0.000,-0.000,-0.004,0.00,0.00,-7.39,0.00,0.00,1.02,67.17,13.54,8.20,0.01,0.00,0.03,3186.136,122.134,2.282,-1.128,0.826,-113.067,0,0,0,0
