Temps (s),Consigne flèche (deg),Consigne balancier (deg),Consigne godet (deg),Gamma 1 (deg),Gamma 2 (deg),Gamma 3 (deg),Gamma 5 (deg),Vitesse axe flèche (deg/s),Vitesse axe balancier (deg/s),Vitesse axe godet (deg/s),Vitesse axe triangle (deg/s),Consigne X (mm),Consigne Y (mm),Consigne gamma (deg),X (mm),Y (mm),Gamma (deg),Consigne vitesse vérin 1 (mm/s),Consigne vitesse vérin 2 (mm/s),Consigne vitesse vérin 3 (mm/s),Vitesse vérin 1 (mm/s),Vitesse vérin 2 (mm/s),Vitesse vérin 3 (mm/s),Longueur vérin 1 (mm),Longueur vérin 2 (mm),Longueur vérin 3 (mm),Force vérin 1 (N),Force vérin 2 (N),Force vérin 3 (N),Courant vérin 1 (A),Courant vérin 2 (A),Courant vérin 3 (A),Tension vérin 1 (V),Tension vérin 2 (V),Tension vérin 3 (V),Puissance vérin 1 (W),Puissance vérin 2 (W),Puissance vérin 3 (W),Energie vérin 1 (J),Energie vérin 2 (J),Energie vérin 3 (J),Puissance mécanique vérin 1 (W),Puissance mécanique vérin 2 (W),Puissance mécanique vérin 3 (W),Angle moteur vérin 1 (rad),Angle moteur vérin 2 (rad),Angle moteur vérin 3 (rad),Vitesse moteur vérin 1 (rad/s),Vitesse moteur vérin 2 (rad/s),Vitesse moteur vérin 3 (rad/s),Butée flèche,Butée balancier,Butée godet,Butée sol
8.358,39.488,-73.037,72.000,40.643,-74.354,70.323,77.345,-5.430,4.504,-0.044,-0.034,651.3,164.9,35.0,644.1,172.2,-21.8,6.934,-2.635,-2.516,6.978,-2.519,-2.525,58.4,8.7,0.1,-225.5,-107.5,-10.6,0.457,-0.637,-0.150,13.99,-6.92,-7.40,6.41,4.40,1.11,58.77,24.46,6.72,1.57,0.27,0.03,2625.904,389.236,2.331,313.932,-113.325,-113.615,0,0,0,0
8.390,39.379,-72.937,72.000,40.534,-74.260,70.323,77.345,-5.433,4.526,0.008,0.006,651.9,164.1,35.0,644.7,171.4,-21.8,6.930,-2.646,-2.516,6.974,-2.530,-2.504,58.5,8.6,0.1,-224.2,-105.6,-9.9,0.457,-0.637,-0.132,13.99,-6.93,-7.38,6.40,4.41,1.11,58.89,24.54,6.74,1.57,0.27,0.03,2632.248,386.816,2.330,313.753,-113.800,-112.633,0,0,0,0
8.396,39.271,-72.837,72.000,40.425,-74.165,70.323,77.345,-5.436,4.547,0.008,0.006,652.5,163.3,35.0,645.3,170.6,-21.8,6.926,-2.656,-2.515,6.970,-2.540,-2.504,58.7,8.5,0.1,-226.7,-107.6,-10.6,0.456,-0.637,-0.132,13.98,-6.94,-7.40,6.39,4.41,0.97,59.02,24.63,6.76,1.56,0.27,0.02,2638.589,384.386,2.322,313.573,-114.274,-112.660,0,0,0,0
8.421,39.162,-72.737,72.000,40.315,-74.070,70.321,77.345,-5.439,4.569,0.008,0.006,653.1,162.5,35.0,645.9,169.8,-21.8,6.922,-2.666,-2.518,6.966,-2.551,-2.504,58.8,8.5,0.1,-227.4,-107.6,-10.6,0.456,-0.637,-0.132,13.97,-6.96,-7.37,6.38,4.42,0.97,59.15,24.72,6.78,1.58,0.27,0.03,2644.927,381.947,2.371,313.393,-114.748,-112.652,0,0,0,0
8.437,39.053,-72.636,72.000,40.206,-73.974,70.323,77.345,-5.442,4.591,0.008,0.006,653.7,161.7,35.0,646.5,168.9,-21.8,6.918,-2.677,-2.515,6.962,-2.561,-2.507,58.9,8.4,0.1,-228.0,-107.7,-10.6,0.456,-0.637,-0.132,13.96,-6.97,-7.40,6.37,4.43,0.97,59.28,24.81,6.80,1.58,0.27,0.03,2651.261,379.498,2.313,313.213,-115.221,-112.777,0,0,0,0
8.467,38.944,-72.534,72.000,40.097,-73.878,70.321,77.345,-5.445,4.613,0.008,0.006,654.3,160.9,35.0,647.1,168.1,-21.8,6.914,-2.687,-2.518,6.958,-2.572,-2.507,59.1,8.4,0.1,-228.6,-107.8,-10.6,0.455,-0.637,-0.132,13.96,-6.98,-7.38,6.36,4.44,0.97,59.40,24.90,6.82,1.59,0.28,0.03,2657.592,377.040,2.362,313.032,-115.693,-112.769,0,0,0,0
8.483,38.835,-72.433,72.000,39.987,-73.781,70.324,77.345,-5.448,4.635,0.008,0.006,654.9,160.1,35.0,647.7,167.3,-21.9,6.910,-2.697,-2.514,6.954,-2.582,-2.518,59.2,8.3,0.1,-229.2,-107.8,-10.6,0.455,-0.637,-0.132,13.95,-7.00,-7.41,6.35,4.45,0.97,59.53,24.99,6.84,1.59,0.28,0.03,2663.919,374.571,2.303,312.852,-116.165,-113.286,0,0,0,0
8.499,38.726,-72.330,72.000,39.877,-73.684,70.322,77.345,-5.451,4.657,0.008,0.006,655.5,159.3,35.0,648.3,166.5,-21.9,6.906,-2.707,-2.517,6.950,-2.593,-2.518,59.4,8.3,0.1,-229.9,-107.9,-10.6,0.454,-0.637,-0.132,13.94,-7.01,-7.38,6.34,4.46,0.97,59.66,25.08,6.86,1.59,0.28,0.03,2670.243,372.094,2.353,312.672,-116.636,-113.279,0,0,0,0
8.515,38.617,-72.228,72.000,39.768,-73.586,70.324,77.345,-5.454,4.679,-0.015,-0.011,656.1,158.5,35.0,648.9,165.7,-21.9,6.902,-2.718,-2.514,6.946,-2.603,-2.536,59.5,8.2,0.1,-230.5,-108.0,-10.6,0.454,-0.637,-0.140,13.93,-7.02,-7.41,6.34,4.47,0.97,59.79,25.17,6.88,1.60,0.28,0.03,2676.563,369.608,2.294,312.490,-117.105,-114.075,0,0,0,0
8.547,38.508,-72.124,72.000,39.658,-73.489,70.322,77.345,-5.458,4.701,-0.015,-0.011,656.7,157.7,35.0,649.5,164.9,-21.9,6.898,-2.728,-2.517,6.942,-2.613,-2.536,59.6,8.2,0.1,-231.1,-108.0,-10.6,0.454,-0.637,-0.140,13.93,-7.04,-7.39,6.33,4.48,1.03,59.91,25.26,6.90,1.60,0.28,0.03,2682.879,367.114,2.344,312.310,-117.572,-114.071,0,0,0,0
8.563,38.399,-72.021,72.000,39.548,-73.390,70.325,77.345,-5.461,4.723,-0.052,-0.040,657.3,156.9,35.0,650.1,164.0,-21.9,6.894,-2.739,-2.513,6.938,-2.624,-2.528,59.8,8.1,0.1,-231.8,-108.1,-10.6,0.453,-0.637,-0.019,13.92,-7.05,-7.40,6.32,4.49,1.03,60.04,25.34,6.92,1.60,0.28,0.03,2689.193,364.613,2.285,312.132,-118.037,-113.748,0,0,0,0
8.579,38.290,-71.917,72.000,39.438,-73.292,70.323,77.345,-5.464,4.744,-0.052,-0.040,657.9,156.1,35.0,650.7,163.2,-21.9,6.890,-2.750,-2.516,6.934,-2.634,-2.528,59.9,8.0,0.1,-232.4,-108.2,-10.6,0.453,-0.638,-0.019,13.91,-7.07,-7.39,6.31,4.50,0.14,60.16,25.43,6.92,1.61,0.28,0.03,2695.502,362.103,2.335,311.956,-118.501,-113.750,0,0,0,0
8.595,38.181,-71.812,72.000,39.328,-73.192,70.324,77.345,-5.468,4.766,-0.016,-0.012,658.5,155.3,35.0,651.3,162.4,-21.9,6.886,-2.761,-2.514,6.930,-2.644,-2.508,60.1,8.0,0.1,-231.3,-106.5,-10.0,0.453,-0.638,-0.006,13.90,-7.08,-7.38,6.30,4.50,0.14,60.29,25.52,6.92,1.61,0.28,0.03,2701.808,359.585,2.308,311.781,-118.964,-112.809,0,0,0,0
8.626,38.071,-71.707,72.000,39.218,-73.093,70.323,77.345,-5.471,4.787,-0.016,-0.012,659.1,154.5,35.0,651.9,161.6,-21.9,6.882,-2.772,-2.515,6.926,-2.655,-2.508,60.2,7.9,0.1,-233.7,-108.3,-10.6,0.452,-0.638,-0.006,13.89,-7.10,-7.40,6.29,4.51,0.04,60.42,25.62,6.92,1.60,0.28,0.03,2708.110,357.058,2.326,311.606,-119.427,-112.825,0,0,0,0
8.641,37.962,-71.602,72.000,39.108,-72.993,70.321,77.345,-5.474,4.808,0.021,0.016,659.7,153.7,35.0,652.5,160.8,-22.0,6.878,-2.782,-2.519,6.923,-2.665,-2.497,60.3,7.9,0.1,-238.5,-112.5,-12.0,0.452,-0.638,-0.127,13.89,-7.11,-7.37,6.28,4.52,0.04,60.54,25.71,6.92,1.62,0.29,0.03,2714.409,354.523,2.375,311.431,-119.892,-112.332,0,0,0,0
8.657,37.852,-71.496,72.000,38.998,-72.893,70.323,77.345,-5.478,4.830,0.021,0.016,660.3,152.9,35.0,653.1,159.9,-22.0,6.874,-2.794,-2.515,6.919,-2.675,-2.499,60.5,7.8,0.1,-235.0,-108.5,-10.6,0.452,-0.638,-0.127,13.88,-7.13,-7.40,6.28,4.53,0.93,60.67,25.80,6.94,1.65,0.30,0.03,2720.704,351.979,2.316,311.255,-120.356,-112.422,0,0,0,0
8.689,37.743,-71.390,72.000,38.888,-72.792,70.321,77.345,-5.481,4.851,0.021,0.016,660.9,152.1,35.0,653.7,159.1,-22.0,6.870,-2.805,-2.518,6.915,-2.686,-2.499,60.6,7.8,0.1,-235.6,-108.5,-10.6,0.451,-0.638,-0.127,13.87,-7.14,-7.38,6.27,4.55,0.94,60.79,25.89,6.96,1.63,0.29,0.03,2726.995,349.426,2.366,311.079,-120.822,-112.414,0,0,0,0
8.705,37.633,-71.283,72.000,38.777,-72.691,70.324,77.345,-5.485,4.872,0.021,0.016,661.5,151.3,35.0,654.3,158.3,-22.0,6.866,-2.816,-2.514,6.911,-2.696,-2.507,60.8,7.7,0.1,-236.3,-108.6,-10.6,0.451,-0.638,-0.127,13.86,-7.16,-7.40,6.26,4.56,0.93,60.92,25.98,6.98,1.63,0.29,0.03,2733.283,346.865,2.307,310.903,-121.290,-112.793,0,0,0,0
8.721,37.523,-71.176,72.000,38.667,-72.589,70.322,77.345,-5.488,4.894,0.021,0.016,662.1,150.5,35.0,654.9,157.5,-22.0,6.862,-2.827,-2.517,6.907,-2.706,-2.507,60.9,7.7,0.1,-236.9,-108.7,-10.6,0.450,-0.638,-0.127,13.86,-7.17,-7.38,6.25,4.57,0.94,61.04,26.07,7.00,1.63,0.29,0.03,2739.567,344.294,2.357,310.726,-121.758,-112.786,0,0,0,0
8.736,37.414,-71.068,72.000,38.557,-72.487,70.324,77.345,-5.492,4.915,0.021,0.017,662.7,149.7,35.0,655.5,156.7,-22.0,6.858,-2.838,-2.514,6.903,-2.717,-2.530,61.0,7.6,0.1,-237.6,-108.8,-10.6,0.450,-0.638,-0.127,13.85,-7.19,-7.41,6.24,4.58,0.93,61.17,26.16,7.02,1.64,0.29,0.03,2745.848,341.714,2.298,310.547,-122.229,-113.826,0,0,0,0
8.767,37.304,-70.960,72.000,38.446,-72.384,70.322,77.345,-5.495,4.936,0.021,0.017,663.3,148.9,35.0,656.1,155.8,-22.0,6.854,-2.849,-2.517,6.899,-2.727,-2.530,61.2,7.5,0.1,-238.2,-108.9,-10.6,0.450,-0.638,-0.127,13.84,-7.21,-7.39,6.23,4.59,0.94,61.29,26.25,7.04,1.64,0.30,0.03,2752.125,339.125,2.348,310.369,-122.701,-113.819,0,0,0,0
8.783,37.194,-70.851,72.000,38.335,-72.281,70.325,77.345,-5.498,4.958,-0.030,-0.023,663.9,148.1,35.0,656.7,155.0,-22.0,6.850,-2.860,-2.513,6.895,-2.738,-2.539,61.3,7.5,0.1,-238.9,-108.9,-10.6,0.449,-0.638,-0.145,13.83,-7.22,-7.40,6.22,4.60,0.93,61.42,26.34,7.05,1.64,0.30,0.03,2758.398,336.527,2.288,310.189,-123.175,-114.233,0,0,0,0
8.797,37.084,-70.742,72.000,38.225,-72.178,70.323,77.345,-5.502,4.979,-0.030,-0.023,664.5,147.3,35.0,657.3,154.2,-22.0,6.846,-2.872,-2.516,6.891,-2.749,-2.539,61.5,7.4,0.1,-239.5,-109.0,-10.6,0.449,-0.638,-0.145,13.82,-7.24,-7.39,6.21,4.61,1.08,61.54,26.44,7.08,1.65,0.30,0.03,2764.668,333.919,2.339,310.010,-123.650,-114.230,0,0,0,0
8.828,36.974,-70.633,72.000,38.114,-72.074,70.325,77.346,-5.506,5.000,-0.020,-0.015,665.1,146.5,35.0,657.9,153.4,-22.0,6.842,-2.883,-2.513,6.887,-2.759,-2.516,61.6,7.4,0.1,-238.8,-107.8,-10.1,0.448,-0.638,-0.142,13.82,-7.25,-7.39,6.20,4.62,1.07,61.66,26.53,7.10,1.65,0.30,0.03,2770.934,331.303,2.284,309.830,-124.127,-113.174,0,0,0,0
8.834,36.864,-70.523,72.000,38.003,-71.970,70.323,77.346,-5.509,5.022,-0.020,-0.015,665.7,145.7,35.0,658.5,152.6,-22.0,6.838,-2.894,-2.516,6.883,-2.770,-2.516,61.7,7.3,0.1,-240.8,-109.2,-10.6,0.448,-0.638,-0.142,13.81,-7.27,-7.40,6.20,4.63,1.05,61.79,26.62,7.12,1.64,0.30,0.03,2777.196,328.677,2.329,309.650,-124.607,-113.185,0,0,0,0
8.860,36.753,-70.412,72.000,37.892,-71.865,70.322,77.345,-5.513,5.043,0.049,0.038,666.3,144.9,35.0,659.1,151.7,-22.0,6.834,-2.905,-2.518,6.879,-2.780,-2.490,61.9,7.2,0.1,-239.2,-107.0,-9.8,0.448,-0.638,-0.116,13.80,-7.29,-7.37,6.19,4.64,1.05,61.91,26.71,7.14,1.66,0.30,0.03,2783.455,326.042,2.361,309.470,-125.088,-112.040,0,0,0,0
8.876,36.643,-70.301,72.000,37.781,-71.760,70.323,77.346,-5.516,5.065,0.049,0.038,666.9,144.1,35.0,659.7,150.9,-22.0,6.829,-2.917,-2.515,6.875,-2.791,-2.492,62.0,7.2,0.1,-242.2,-109.4,-10.6,0.447,-0.639,-0.116,13.79,-7.30,-7.40,6.18,4.65,0.86,62.04,26.81,7.16,1.65,0.30,0.02,2789.710,323.397,2.320,309.289,-125.572,-112.102,0,0,0,0
8.907,36.533,-70.190,72.000,37.670,-71.654,70.321,77.345,-5.520,5.086,0.049,0.038,667.5,143.3,35.0,660.3,150.1,-22.1,6.825,-2.928,-2.518,6.871,-2.802,-2.492,62.1,7.1,0.1,-242.8,-109.5,-10.6,0.447,-0.639,-0.116,13.78,-7.32,-7.38,6.17,4.66,0.86,62.16,26.90,7.17,1.66,0.31,0.03,2795.962,320.744,2.370,309.108,-126.058,-112.094,0,0,0,0
8.923,36.422,-70.078,72.000,37.559,-71.548,70.324,77.345,-5.523,5.108,0.049,0.038,668.1,142.5,35.0,660.9,149.3,-22.1,6.821,-2.939,-2.514,6.867,-2.813,-2.496,62.3,7.1,0.1,-243.5,-109.6,-10.6,0.446,-0.639,-0.116,13.78,-7.34,-7.40,6.16,4.67,0.86,62.28,26.99,7.19,1.67,0.31,0.03,2802.210,318.081,2.311,308.927,-126.547,-112.273,0,0,0,0
8.938,36.312,-69.966,72.000,37.448,-71.441,70.322,77.345,-5.527,5.130,0.049,0.038,668.7,141.7,35.0,661.5,148.5,-22.1,6.817,-2.951,-2.517,6.863,-2.824,-2.495,62.4,7.0,0.1,-244.2,-109.7,-10.6,0.446,-0.639,-0.116,13.77,-7.35,-7.38,6.15,4.69,0.86,62.41,27.09,7.21,1.67,0.31,0.03,2808.454,315.408,2.361,308.746,-127.041,-112.265,0,0,0,0
8.969,36.201,-69.853,72.000,37.337,-71.334,70.324,77.345,-5.531,5.153,0.049,0.038,669.3,140.9,35.0,662.1,147.6,-22.1,6.813,-2.962,-2.514,6.859,-2.835,-2.512,62.6,7.0,0.1,-244.9,-109.7,-10.6,0.446,-0.639,-0.116,13.76,-7.37,-7.41,6.14,4.70,0.86,62.53,27.18,7.23,1.68,0.31,0.03,2814.695,312.727,2.302,308.564,-127.538,-113.030,0,0,0,0
8.975,36.090,-69.740,72.000,37.225,-71.226,70.322,77.345,-5.534,5.175,0.050,0.038,669.9,140.1,35.0,662.7,146.8,-22.1,6.809,-2.973,-2.517,6.855,-2.846,-2.512,62.7,6.9,0.1,-245.5,-109.8,-10.6,0.445,-0.639,-0.116,13.75,-7.38,-7.38,6.13,4.71,0.86,62.65,27.28,7.24,1.68,0.31,0.03,2820.932,310.035,2.352,308.382,-128.037,-113.023,0,0,0,0
9.000,35.980,-69.626,72.000,37.114,-71.118,70.325,77.346,-5.538,5.198,0.014,0.011,670.5,139.3,35.0,663.3,146.0,-22.1,6.805,-2.984,-2.513,6.851,-2.857,-2.527,62.8,6.8,0.1,-246.2,-109.9,-10.6,0.445,-0.639,-0.129,13.74,-7.40,-7.41,6.12,4.72,0.86,62.77,27.37,7.26,1.68,0.31,0.03,2827.166,307.335,2.293,308.200,-128.539,-113.696,0,0,0,0
9.016,35.869,-69.512,72.000,37.002,-71.010,70.322,77.346,-5.542,5.220,0.014,0.011,671.1,138.5,35.0,663.9,145.2,-22.1,6.801,-2.996,-2.516,6.847,-2.868,-2.527,63.0,6.8,0.1,-246.9,-110.0,-10.6,0.444,-0.639,-0.129,13.74,-7.42,-7.39,6.11,4.73,0.96,62.90,27.47,7.28,1.69,0.31,0.03,2833.396,304.625,2.343,308.018,-129.041,-113.692,0,0,0,0
9.048,35.758,-69.397,72.000,36.891,-70.900,70.325,77.346,-5.546,5.243,-0.024,-0.018,671.7,137.7,35.0,664.5,144.4,-22.1,6.797,-3.007,-2.513,6.843,-2.880,-2.512,63.1,6.7,0.1,-247.6,-110.1,-10.6,0.444,-0.639,-0.009,13.73,-7.43,-7.39,6.11,4.74,0.96,63.02,27.56,7.30,1.69,0.32,0.03,2839.622,301.906,2.283,307.837,-129.545,-113.017,0,0,0,0
9.064,35.647,-69.282,72.000,36.779,-70.791,70.323,77.346,-5.549,5.267,-0.024,-0.018,672.3,136.9,35.0,665.1,143.5,-22.1,6.793,-3.018,-2.516,6.839,-2.891,-2.512,63.3,6.7,0.1,-248.3,-110.2,-10.6,0.444,-0.639,-0.009,13.72,-7.45,-7.39,6.10,4.75,0.06,63.14,27.66,7.30,1.69,0.32,0.03,2845.845,299.177,2.334,307.655,-130.050,-113.018,0,0,0,0
9.079,35.536,-69.166,72.000,36.667,-70.681,70.324,77.346,-5.553,5.290,0.012,0.010,672.9,136.1,35.0,665.7,142.7,-22.1,6.789,-3.029,-2.514,6.835,-2.902,-2.491,63.4,6.6,0.1,-247.1,-108.6,-10.0,0.443,-0.639,0.004,13.71,-7.47,-7.38,6.09,4.76,0.06,63.26,27.75,7.30,1.70,0.32,0.03,2852.064,296.439,2.307,307.474,-130.555,-112.076,0,0,0,0
9.110,35.425,-69.050,72.000,36.555,-70.570,70.323,77.346,-5.557,5.313,0.012,0.010,673.5,135.3,35.0,666.3,141.9,-22.1,6.785,-3.041,-2.515,6.831,-2.913,-2.492,63.5,6.5,0.1,-249.6,-110.4,-10.6,0.443,-0.640,0.004,13.71,-7.48,-7.40,6.08,4.77,0.03,63.38,27.85,7.30,1.69,0.32,0.02,2858.279,293.692,2.324,307.292,-131.062,-112.104,0,0,0,0
9.115,35.313,-68.933,72.000,36.444,-70.459,70.321,77.346,-5.561,5.337,0.012,0.010,674.1,134.5,35.0,666.9,141.1,-22.1,6.781,-3.052,-2.518,6.827,-2.925,-2.492,63.7,6.5,0.1,-255.3,-115.3,-12.2,0.442,-0.640,-0.130,13.70,-7.50,-7.37,6.07,4.79,0.03,63.50,27.94,7.30,1.71,0.32,0.03,2864.491,290.935,2.374,307.110,-131.568,-112.095,0,0,0,0
9.142,35.202,-68.816,72.000,36.331,-70.348,70.324,77.346,-5.565,5.360,0.012,0.010,674.7,133.7,35.0,667.6,140.3,-22.1,6.777,-3.063,-2.514,6.823,-2.936,-2.495,63.8,6.4,0.1,-251.0,-110.7,-10.6,0.442,-0.640,-0.130,13.69,-7.52,-7.40,6.06,4.80,0.96,63.63,28.04,7.32,1.74,0.34,0.03,2870.699,288.169,2.315,306.928,-132.075,-112.226,0,0,0,0
9.158,35.091,-68.699,72.000,36.219,-70.236,70.322,77.346,-5.569,5.384,0.012,0.010,675.3,132.9,35.0,668.2,139.4,-22.1,6.773,-3.074,-2.518,6.818,-2.947,-2.494,63.9,6.3,0.1,-251.7,-110.8,-10.6,0.442,-0.640,-0.130,13.68,-7.53,-7.38,6.05,4.81,0.96,63.75,28.13,7.34,1.71,0.32,0.03,2876.904,285.393,2.365,306.747,-132.582,-112.218,0,0,0,0
9.189,34.979,-68.581,72.000,36.107,-70.123,70.324,77.346,-5.573,5.408,0.012,0.010,675.9,132.1,35.0,668.8,138.6,-22.1,6.769,-3.085,-2.514,6.814,-2.958,-2.506,64.1,6.3,0.1,-252.4,-110.9,-10.6,0.441,-0.640,-0.130,13.67,-7.55,-7.40,6.04,4.82,0.96,63.87,28.23,7.36,1.72,0.33,0.03,2883.105,282.608,2.306,306.565,-133.090,-112.756,0,0,0,0
9.196,34.867,-68.462,72.000,35.995,-70.010,70.322,77.346,-5.577,5.432,0.012,0.010,676.5,131.3,35.0,669.4,137.8,-22.1,6.765,-3.097,-2.517,6.810,-2.970,-2.506,64.2,6.2,0.1,-253.1,-111.0,-10.6,0.441,-0.640,-0.130,13.67,-7.57,-7.38,6.03,4.83,0.96,63.99,28.33,7.38,1.72,0.33,0.03,2889.302,279.813,2.356,306.383,-133.597,-112.749,0,0,0,0
9.220,34.756,-68.343,72.000,35.883,-69.897,70.324,77.346,-5.581,5.456,0.002,0.002,677.1,130.5,35.0,670.0,137.0,-22.1,6.761,-3.108,-2.513,6.806,-2.981,-2.527,64.4,6.2,0.1,-253.8,-111.1,-10.6,0.440,-0.640,-0.134,13.66,-7.58,-7.41,6.02,4.84,0.96,64.11,28.42,7.40,1.72,0.33,0.03,2895.496,277.009,2.297,306.202,-134.104,-113.686,0,0,0,0
9.235,34.644,-68.224,72.000,35.770,-69.783,70.322,77.346,-5.585,5.480,0.002,0.002,677.7,129.7,35.0,670.6,136.2,-22.1,6.757,-3.119,-2.517,6.802,-2.992,-2.527,64.5,6.1,0.1,-254.5,-111.2,-10.6,0.440,-0.640,-0.134,13.65,-7.60,-7.39,6.01,4.85,0.99,64.23,28.52,7.42,1.73,0.33,0.03,2901.687,274.196,2.347,306.020,-134.611,-113.680,0,0,0,0
9.265,34.532,-68.103,72.000,35.658,-69.668,70.324,77.346,-5.589,5.504,-0.067,-0.052,678.3,128.9,35.0,671.2,135.3,-22.1,6.753,-3.130,-2.514,6.798,-3.003,-2.540,64.6,6.0,0.1,-255.2,-111.3,-10.6,0.440,-0.640,-0.159,13.64,-7.62,-7.40,6.01,4.87,0.99,64.35,28.62,7.44,1.73,0.33,0.03,2907.874,271.373,2.288,305.839,-135.118,-114.257,0,0,0,0
9.281,34.420,-67.983,72.000,35.545,-69.553,70.322,77.346,-5.593,5.528,-0.067,-0.052,678.9,128.1,35.0,671.8,134.5,-22.1,6.749,-3.141,-2.517,6.794,-3.015,-2.540,64.8,6.0,0.1,-255.9,-111.5,-10.6,0.439,-0.640,-0.159,13.63,-7.63,-7.39,6.00,4.88,1.18,64.47,28.72,7.46,1.74,0.33,0.03,2914.057,268.541,2.338,305.658,-135.624,-114.257,0,0,0,0
